127.0.0.1 - - [17/Jan/2022:08:56:31 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJVU0VSIiwiQURNSU5fQUdFTkNJQSIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJGSUVMQ09CUkFOWkFTIiwiV0VTVEVSTl9VTklPTiIsIldVX0VOVklPUyIsIldVX1BBR09TIiwiR0lSSVNJTU9fRU5WSU8iLCJHSVJJU0lNT19QQUdPIiwiR0lSSVNJTU9fREVWT0xVQ0lPTiIsIkFHRU5DSUFfV1VfUkVQT1JURVMiLCJSRU5ESUNJT04iXSwiQUdFTkNZX05BTUUiOiJURUtUT04gU0EiLCJVU0VSX0lEIjo2MDksIlVTRVJfTkFNRSI6ImpiZW5pdGV6IiwiREVWSUNFX0lEIjozOTM2MCwianRpIjoiM2M1MGQ2OTQtNDcwYy00OTVhLWIzYjAtMzJlZTM0MzRmNjI2IiwiVVNFUl9GVUxMTkFNRSI6IkpVTElPIEJFTklURVoifQ.4ZEq9Z1xVLJFQjnV6FiaBcstbiO6w8SuWZxQdE18m0_IIykETDpBkPlOTUeAhIMkaydlJ6oo4n1D06zEoERglw HTTP/1.1" 400 120
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [17/Jan/2022:15:29:07 -0300] "GET /manager/text/ HTTP/1.1" 401 2536
127.0.0.1 - tomcat [17/Jan/2022:15:29:10 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:10 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:10 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:10 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:10 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:10 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:10 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:16 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:16 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:29:16 -0300] "GET /manager/text/list HTTP/1.1" 200 1628
127.0.0.1 - tomcat [17/Jan/2022:15:29:16 -0300] "GET /manager/text/list HTTP/1.1" 200 1628
127.0.0.1 - - [17/Jan/2022:15:29:27 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:27 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:27 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:27 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:27 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:27 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:27 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:27 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:29:27 -0300] "GET /manager/text/list HTTP/1.1" 200 1628
127.0.0.1 - tomcat [17/Jan/2022:15:29:27 -0300] "GET /manager/text/list HTTP/1.1" 200 1628
127.0.0.1 - tomcat [17/Jan/2022:15:29:28 -0300] "GET /manager/text/undeploy?path=/fielcobranzas HTTP/1.1" 200 81
127.0.0.1 - tomcat [17/Jan/2022:15:29:36 -0300] "GET /manager/text/deploy?config=file%3A%2FC%3A%2FUsers%2FUser%2FAppData%2FLocal%2FTemp%2Fcontext2440564541683312567.xml&path=/fielcobranzas HTTP/1.1" 200 115
127.0.0.1 - - [17/Jan/2022:15:29:51 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:51 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:51 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:51 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:51 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:51 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:51 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:51 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - tomcat [17/Jan/2022:15:29:51 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:29:51 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - tomcat [17/Jan/2022:15:29:51 -0300] "GET /manager/text/undeploy?path=/fielcobranzas HTTP/1.1" 200 81
127.0.0.1 - tomcat [17/Jan/2022:15:29:56 -0300] "GET /manager/text/deploy?config=file%3A%2FC%3A%2FUsers%2FUser%2FAppData%2FLocal%2FTemp%2Fcontext5242409358198163996.xml&path=/fielcobranzas HTTP/1.1" 200 115
127.0.0.1 - - [17/Jan/2022:15:29:56 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:56 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:56 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:56 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:56 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:56 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:29:56 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:29:56 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:29:56 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - tomcat [17/Jan/2022:15:29:56 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - tomcat [17/Jan/2022:15:29:56 -0300] "GET /manager/text/undeploy?path=/fielcobranzas HTTP/1.1" 200 81
127.0.0.1 - tomcat [17/Jan/2022:15:30:00 -0300] "GET /manager/text/deploy?config=file%3A%2FC%3A%2FUsers%2FUser%2FAppData%2FLocal%2FTemp%2Fcontext1319465652173638840.xml&path=/fielcobranzas HTTP/1.1" 200 115
127.0.0.1 - - [17/Jan/2022:15:31:08 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:31:08 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:31:08 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - tomcat [17/Jan/2022:15:31:08 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - tomcat [17/Jan/2022:15:31:31 -0300] "GET /manager/text/start?path=/fielcobranzas HTTP/1.1" 200 97
127.0.0.1 - - [17/Jan/2022:15:32:11 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:32:11 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:32:11 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:32:11 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:32:11 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - - [17/Jan/2022:15:32:15 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:32:15 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:32:15 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:32:15 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:32:15 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:32:15 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:32:15 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - - [17/Jan/2022:15:32:24 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:32:24 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:32:24 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:32:24 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:32:24 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
127.0.0.1 - - [17/Jan/2022:15:33:25 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:33:25 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:33:25 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:33:25 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [17/Jan/2022:15:33:25 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:15:33:25 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:15:33:25 -0300] "GET /manager/text/list HTTP/1.1" 200 1681
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:44 -0300] "POST /fielcorresponsal/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:49 -0300] "GET /fielcorresponsal/home HTTP/1.1" 200 28440
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/css/fielco_lists.css?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/css/fielco_general.css?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/css/fielco_margin.css?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/css/fielco_responsive.css?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/css/jquery.dataTables.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/css/bootstrap-datepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/fontello/css/animation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello-codes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello-ie7-codes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello-ie7.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello-embedded.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/font-awesome/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/webfontkit-font/stylesheet.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/Hover-master/css/hover.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/css/autocomplete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/text_editor/css/quill.snow.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/js/locale/bootstrap-datepicker.es.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/js/bootstrap-datepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/js/masked_input_1.4.1-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/js/fielco_general.js?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:50 -0300] "GET /fielcorresponsal/resources/js/ticket.js?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/sha/sha1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/fingerprint/webrtc.js?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/fingerprint/client.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/js/dataTables.select.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/js/support.js?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/images/fielco-logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/css/fielco-print.css?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-regular-webfont.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/fontello/font/fontello.woff2?44153900 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-bolditalic-webfont.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-bold-webfont.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/resources/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:51 -0300] "GET /fielcorresponsal/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:33:52 -0300] "GET /fielcorresponsal/resources/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
